propertyId,address1,address2,city,states,zipcode,types,price
a69279ac-00f0-4faf-8fba-f23499a93441,52512 Denesik Rue,Suite 211,Lake Braden,Connecticut,63004,Condo - 4 or fewer stories,22606224
975dd28a-cd1b-4d3a-afce-2a9d6e4818ec,284 Leannon Harbor,Suite 644,Desmondtown,Michigan,69012,Condo - 4 or fewer stories,26576732
fe45fd96-53e0-41ff-bcee-f409ae056aff,4424 Timmy Terrace,Apt. 447,Sipesstad,Maryland,45456,Leasehold,22486566
8d6d167d-53f0-4174-bc2e-38420d81638a,7430 Sigrid Falls,Apt. 435,Fisherside,Massachusetts,81569-3650,Condo - 4 or fewer stories,12801425
042d8ee4-3631-45b8-a05b-fba5e3c03bbb,8321 Celestine Stravenue,Apt. 302,Lake Theronshire,South Dakota,76619-9430,Mobile or manufactured,14388778
35e2b19e-fd37-4e57-b2c3-ab48d1e2f40c,36078 Evan Squares,Suite 100,Blaisebury,Louisiana,75780,Mobile or manufactured,11486549
79efa03c-8ff6-4660-9ae7-6f2134d777c3,1166 Mann Union,Suite 295,Lake Donnaport,Michigan,00409,Cooperative,27477337
4553a850-129f-4eb4-b021-0719c3534447,6910 Weissnat Fall,Suite 897,Considinefurt,New Mexico,16335,Condo - 5+ stories,13717655
c6657c39-7395-4ea3-8260-f73c4a91cc78,2698 Kulas Passage,Suite 636,Mullerfurt,Ohio,76346,Townhouse,14373848
895a216b-798b-4024-b568-99d80bd3ae1a,9713 Lizzie Cliffs,Apt. 401,Reichelchester,Pennsylvania,01181-0766,Condo - 5+ stories,23614320
28f5e34f-a8d0-4183-8852-a9649730b7b6,858 Robel Underpass,Suite 044,Madisenstad,Hawaii,66858,Mobile or manufactured,25959179
919edaf4-068e-41a0-91ba-96057a291231,682 Theodora Bridge,Apt. 435,Kinghaven,California,46329-0406,Modular,27466461
aaed4a77-f5af-4edc-9bb2-63febcb097b7,61035 Marvin Curve,Suite 975,South Gwenview,Washington,04941,Townhouse,17965359
1976be2e-a378-4c3d-b538-41389ee5a1e2,263 Pagac Terrace,Apt. 071,East Chet,Connecticut,70590,Cooperative,23240454
0241c8b6-3bc1-497a-b1bc-940a7a84c3af,2355 Murl Pine,Suite 295,Andyburgh,Utah,96705,Modular,18884874
55bef1c1-bc1e-4cf1-8415-df49e2d43949,9434 McLaughlin Tunnel,Suite 202,Lake Angelburgh,Michigan,50798,Townhouse,28487432
0f703ea1-0d4d-46a5-a96d-57a1b81e06e4,2582 Gabriel Stream,Suite 554,Port Assunta,Virginia,18065-8619,Mobile or manufactured,3673616
9c161e7a-9986-43d9-b5ff-0549898c86b1,132 Marquardt Tunnel,Suite 947,Dareland,South Carolina,66149-3262,Townhouse,29313670
af3ab9b5-1871-44ff-a3fc-77c590450754,321 Arturo Street,Apt. 550,Turcotteport,South Dakota,81345-8269,Mobile or manufactured,16866575
ae6cec89-858b-4d60-bf95-bfb5109b99f4,87316 Miller Tunnel,Suite 927,Kleinview,Tennessee,97784,Leasehold,678401
4d24f85d-c486-4842-9a48-1ca251ec15ec,70939 Leslie Plaza,Suite 179,Mayerhaven,Wisconsin,06541-5140,Modular,26932592
838a90e4-8712-47da-bdf0-af5167ebdaed,03128 Harvey Hollow,Suite 571,Wilburnborough,Nebraska,14685,Mobile or manufactured,5379235
e2525ecd-e5b6-4223-8d21-1a45cefe3fb6,54170 Murazik Prairie,Suite 024,Grantmouth,Washington,08944,Modular,11434392
6a614813-36ca-4a32-9418-20de342ff607,95126 Abshire Rest,Apt. 133,Schinnerville,Alaska,02210,Mobile or manufactured,15791315
1373a76f-9398-4650-a118-27008022abd0,93770 Gladys Stream,Suite 440,North Oral,North Dakota,23093,Mobile or manufactured,24953075
8a4a6d28-e6aa-42a3-98a5-2a028acc0694,47219 Margarett Dam,Suite 589,Grantfurt,Texas,62862,Condo - 5+ stories,19042044
e63b92b1-5b4a-443a-afb8-3a121a700968,6308 Dallin Square,Suite 317,Haleybury,Delaware,14007-3052,Cooperative,14256192
be545956-e4aa-4ced-ab4f-cb1d90870f8c,26289 Tevin Trafficway,Apt. 848,New Kaydentown,New Mexico,07656-2163,Townhouse,3400890
5cab69d9-0759-4795-a4e4-ad5b0664ddc9,61072 Kennedy Way,Apt. 023,Jakubowskiside,Louisiana,32702,Mobile or manufactured,13012963
c79d4107-563e-4838-ba5a-e28278d2f3a2,244 Clementine Mall,Suite 678,Mayamouth,Hawaii,24258,Condo - 5+ stories,19074977
34f82ee4-4d3a-4c81-9ddb-a74eaa913e72,17521 Gina Light,Suite 397,Port Raphael,Arizona,57149-8302,Condo - 5+ stories,10421395
91352b74-3476-4935-8b74-4275277b353f,80711 Lesch Turnpike,Apt. 044,Port Faustino,Rhode Island,62733,Condo - 4 or fewer stories,11816587
ecbe1e15-96ff-4ee6-ba1f-10a632c99e23,846 German Mills,Suite 950,Kuhicfort,Connecticut,31873-4960,Condo - 4 or fewer stories,25508226
ce17f33e-b107-4424-a751-9c8fcb8167da,1129 Cora Square,Suite 742,Savannamouth,West Virginia,16980-7076,Mobile or manufactured,14937551
da35242c-c134-47b8-a8f5-3ccf2a832812,5408 Kayley Tunnel,Apt. 629,New Aaliyah,Delaware,04727,Townhouse,3529136
ae1dafcf-c34d-4fb4-8d9a-41f46d817e6e,84950 Darron Run,Suite 115,West Tad,California,84595-4113,Cooperative,6314391
c86dbe97-e76b-4418-bfec-aebaa87a98df,127 Arlene Estates,Apt. 030,Schroederfurt,New Hampshire,68207-3743,Townhouse,16671024
72091758-44c0-4dba-9188-69fd01ca448f,8435 Feeney Manor,Apt. 168,South Katrina,Wisconsin,76137,Condo - 4 or fewer stories,4536224
8de74927-873d-4c80-91f6-426ec3dc93ae,594 Beer Station,Apt. 703,North Una,California,38237,Modular,26543366
e7348f94-0d07-4963-aadf-4d9408e48c3d,93589 Parisian Harbors,Suite 129,Herzogstad,Michigan,44047-2378,Cooperative,1902276
fff790cd-b909-4db2-a5cc-043862576aba,46386 Klein Village,Suite 415,Port Jedediahborough,Vermont,21938,Condo - 5+ stories,245193
3f80176e-6f69-4fd0-81cf-622d02ef689b,85222 Emiliano Parks,Suite 393,Jaquanchester,Nevada,65156-5744,Condo - 4 or fewer stories,18129746
f8912ad0-5a56-4f32-97d5-432e0c33038d,6286 Della Village,Suite 463,North Max,Rhode Island,96758,Single family home,1672104
ea033303-e33e-4774-9d9b-f5e4a4fad615,0763 Pollich Stravenue,Apt. 046,Port Anne,Alaska,33083,Cooperative,1864754
bf2f6abe-2bc5-4aa5-9cc8-0dc79d6f893c,07784 Devan Turnpike,Suite 217,South Isadore,Vermont,81737-8003,Townhouse,3351994
290cc1df-29ba-4573-9e36-cacaced6497f,3462 Little Prairie,Apt. 091,Raphaellestad,Oklahoma,47615,Single family home,24467179
f8fb4173-0fe5-4f80-af8d-0a95296529fe,5468 Hector Estate,Suite 882,South Khalidfurt,Oregon,85845,Townhouse,26948310
27d09172-af0e-45b7-8026-9ddb3b4a484f,051 Rosemarie Field,Suite 576,Marcellusport,Ohio,81895-7374,Modular,14987997
82269988-c061-42bc-aeda-7b978e040748,0090 Ruben Ports,Suite 639,Jamarcuschester,Wisconsin,86198-5246,Leasehold,884513
28c9ee16-4acb-472c-8745-2c197c7766fa,31527 Garett Trafficway,Apt. 088,Jevonhaven,Texas,75263,Cooperative,21665284
1f89eb80-b331-46f3-9290-1b94576a9b2d,761 Kunze Groves,Apt. 711,North Ruben,Arkansas,14027,Townhouse,22130701
a93ef292-117d-4506-93c1-bae0291f6245,580 Konopelski Island,Suite 805,Berniefurt,West Virginia,59918-4600,Single family home,17153778
934c8bb9-e356-40aa-a947-64fb7ae81895,646 Friesen Corners,Suite 505,North Alekport,Hawaii,02437,Condo - 5+ stories,9534284
1295ddff-9ef5-48b1-a2c0-0d3ff1e00965,3737 Friesen Street,Suite 859,West Eveton,Arkansas,06717-8713,Condo - 5+ stories,2540445
0c0732ce-b9d7-4af5-9b8d-c123116fd08c,61695 Schroeder Rue,Apt. 645,Clairfort,Pennsylvania,77535,Single family home,6002925
a480ecdc-2788-420b-b8bb-8496e7a4cbc5,3347 Benny Estate,Suite 528,Reichelfort,Hawaii,03538-4866,Condo - 4 or fewer stories,25446262
783c9348-5c95-4136-bf5c-0bd7c60b6d28,5253 Donny Cape,Suite 846,Port Deondre,Montana,90760-3151,Mobile or manufactured,2125877
23f350d2-f0ea-4f95-8a7e-6c150758b0e7,777 Adams Junction,Apt. 860,South Cullenfurt,Minnesota,91703,Condo - 5+ stories,17626083
0f27ab7f-18c6-416f-beda-1da771c8b3cd,20673 Hoeger Track,Apt. 224,North Dejahside,Utah,85806-5764,Townhouse,9448016
772c1313-62ab-423a-82a9-6fe89ecfa0bf,64208 Streich Divide,Apt. 756,South Otilia,Arkansas,93958,Mobile or manufactured,26544107
9abd7b13-da0f-4185-bce9-683c9facafcc,14440 Maddison Glen,Suite 482,Bransonmouth,New Jersey,44297-5719,Townhouse,27789908
9705385f-2c15-4546-9509-e9b3635cd309,14442 Emery Overpass,Suite 453,New Rosalee,Rhode Island,24714-6870,Townhouse,14655857
61e8526d-f527-41d9-8e03-d9ab1c96621e,000 Leonora Groves,Apt. 148,Dexterchester,Alabama,50762-2578,Mobile or manufactured,3724803
67b40a42-fa37-47ac-a14e-e429871071dd,1214 Bruen Vista,Apt. 152,South Edyth,Arizona,45072,Cooperative,16379601
5f7f5736-e255-471c-9f6d-3e43a8aa09f4,742 Murazik Hollow,Suite 557,Harveymouth,Delaware,41264,Cooperative,11081077
d5b1f2e0-1866-4227-83e0-1e17332e7b4a,121 Elva Pines,Apt. 661,Port Brittany,Iowa,85119-4807,Mobile or manufactured,6305347
e97ba0c0-3011-4820-b909-68e0c58f22b4,987 Ansel Neck,Suite 789,West Aprilberg,Florida,37367-1044,Condo - 4 or fewer stories,2067690
5ddaab59-0929-415c-ae11-c833b8058b11,342 Geovanni Crest,Apt. 005,North Serenity,Oklahoma,41893,Cooperative,27030385
91ebeb7a-0da4-456e-9f10-e6765e854b14,8923 Flatley Pike,Apt. 570,Anabeltown,New Mexico,44906-5934,Condo - 5+ stories,16764364
c8e3be64-cc87-4fc8-9b0c-fe6c3397d8f7,21331 Gleichner Harbors,Apt. 452,South Melynabury,Louisiana,80742-6142,Cooperative,1951959
78ce1970-20f5-4844-81a2-bd02f296ea13,9171 Cierra Corners,Suite 356,Port Camronshire,Iowa,34529-0489,Condo - 4 or fewer stories,21446211
6763206d-36e7-4198-b875-0bfdc9af6f93,4613 Hudson Shore,Apt. 405,Schinnershire,South Dakota,84483-3369,Condo - 5+ stories,15213427
d201dba8-0fc5-453e-bab2-d2244929a53c,813 Parker Square,Suite 104,Ralphside,Kentucky,40421,Leasehold,4323293
487a687c-95df-44c2-8f7d-797240676e02,4348 Keegan View,Apt. 465,South Susanna,New York,26412,Cooperative,22366698
f4f1fc87-587b-46ba-aad3-e05af0684b87,2160 Lind Locks,Apt. 953,East Celineborough,Alabama,86229,Cooperative,9835665
6e2b902c-8d3d-4c09-8ba6-35d1c2e5fec9,2714 Jamie Mount,Apt. 664,Brownshire,Louisiana,75051,Cooperative,15170883
6474c35e-ebe4-4006-b759-5f6f6bdf8fb9,074 Hilpert Pine,Suite 851,South Lorenzostad,Alabama,02974-2491,Leasehold,5357739
14158b11-4d30-4e08-b240-f387344bd50a,6595 Elaina Glen,Apt. 803,Lake Garth,Texas,93052-8013,Condo - 5+ stories,28184310
fac5b42c-41e8-4023-95c8-4a0868e7d4c6,99415 Ankunding Lake,Suite 105,West Felicity,West Virginia,66497,Mobile or manufactured,12453842
e41838eb-55ac-4f98-b7ac-32a9cebc3f69,7926 Theresa Heights,Suite 710,Gottliebshire,Arizona,59853,Mobile or manufactured,15068671
5a7ea8ff-69a0-4a8e-8c9e-cff94f872fea,30703 Zieme Drives,Suite 933,South Ottis,Montana,52980-4350,Single family home,25652857
1705cd42-0cc8-4400-a07f-e8486d372f5a,017 Bradtke Cliff,Suite 715,South Yasmeenhaven,Ohio,12807,Cooperative,3265987
88cb23fd-e405-4009-95c8-04230e42499c,103 Kutch River,Suite 652,Dickinsonchester,Tennessee,44315,Townhouse,18422834
7770e060-0853-4a1c-89e7-003f980eed1c,00250 Gussie Knoll,Suite 207,Clemmieburgh,Delaware,53543,Condo - 5+ stories,16446450
326f9674-896b-4bc9-b4a2-7fcaa3c9d2cf,75883 Sammie Flat,Suite 098,New Magnolia,New Mexico,80723,Modular,12303915
a6f12b02-2de8-499a-8ade-516f454ee986,18584 Bechtelar Garden,Apt. 862,South Wyattfurt,Missouri,83142-1887,Cooperative,15044907
fe324f3e-1d47-459f-834b-80c8718bc6e3,09387 Arne Trail,Suite 857,East Isobelberg,Hawaii,90641,Modular,3508216
9b5f53b0-f964-4c80-bc78-4fd649a05ad2,3865 Chasity Fort,Apt. 628,Boganchester,Washington,56786-0491,Single family home,10608132
40c0e3c4-641c-422a-9756-727b3d815942,94067 Berge Court,Apt. 541,Yundtborough,New York,42044-2712,Condo - 4 or fewer stories,23137505
132d84b5-a11e-4e40-9476-d2754ed0b103,53969 MacGyver Islands,Apt. 925,East Laurineside,Illinois,44860,Cooperative,7793581
6d91c17c-fe20-47fd-a93c-c5d43867b423,91575 Phoebe Terrace,Apt. 920,Kautzerbury,Delaware,42589-2234,Condo - 5+ stories,15439950
963c4b54-6b3b-4f20-bb60-7d500a07de1e,405 Marlee Motorway,Apt. 670,Port Wymanmouth,Louisiana,14019,Condo - 5+ stories,23164271
8063cdb7-5a32-4a61-af04-9845826664e0,667 Cory Lock,Suite 173,Quigleyside,Delaware,05710,Cooperative,4536273
504ffc01-dde7-4627-bbfa-9ad33d1c77ec,8728 Block Court,Apt. 648,Sanfordberg,Maine,65215-8654,Cooperative,17713220
fd5df77f-5c1e-4482-bf16-fb6d772ee270,64806 Abagail Terrace,Suite 560,West Dorthy,South Dakota,25767-8560,Condo - 5+ stories,29987986
f7b954d2-6e80-4453-9c06-d5a24056edee,815 Hertha Plains,Suite 482,North Clemensmouth,New Jersey,79535-6085,Condo - 5+ stories,12388411
44be96f7-63b9-4f5e-8e43-33e371bb3c00,593 Abshire Islands,Apt. 539,Aleneton,Indiana,12470-0552,Mobile or manufactured,8949189
b310645a-13bd-41a1-8e59-06b564a8f973,346 Carolina Burgs,Suite 069,Alfredberg,Illinois,45648-8880,Mobile or manufactured,23562623
4e5f7fec-5343-4ef4-8b54-3d8a1dea7416,9589 Wallace Hills,Apt. 393,North Elenora,Louisiana,54456-0174,Condo - 4 or fewer stories,6988802
55cfec2e-28ab-41d0-8317-b77cf8497008,6563 Lola Walks,Apt. 120,Effertzchester,Ohio,07104,Single family home,14215611
ecc323a2-293a-413b-9a41-da3ed5a0771c,294 Lowe Ridge,Apt. 879,Masonburgh,Oregon,94611,Townhouse,11443528
c2932062-0dfd-48fc-8be6-f568588304a4,7343 Alice Forge,Suite 977,East Bellabury,Pennsylvania,81163-4994,Condo - 4 or fewer stories,12713389
b098647c-7daa-4d58-9720-701154205830,441 Robbie Junction,Suite 444,North Geoffreyfurt,Maine,38303-3709,Modular,14235679
0e745c0c-d31c-408e-8c73-26340b66a95a,861 Bernier Curve,Suite 440,North Mekhi,Maryland,07385-4224,Leasehold,5227594
568530e1-6730-49a7-9dd3-99730842592d,5952 Erika Villages,Apt. 589,Dawsonstad,Massachusetts,24148-6542,Condo - 4 or fewer stories,5496221
42c19485-0f5c-4143-bef3-44a394bd7698,5812 Wintheiser Stravenue,Apt. 780,Hermannland,Rhode Island,47124,Cooperative,17521244
1ac2032f-4e35-4869-8be5-a02c22a30d35,33505 Rebeca Cove,Apt. 208,Schambergerview,North Dakota,37425-9163,Modular,11652732
a69f2c81-d85a-4c51-84bf-49721759051a,5956 Nader Lakes,Apt. 949,West Eliseo,Indiana,44372-4862,Mobile or manufactured,12392722
082ec762-2c61-4aa9-90e0-79ce6d20ec6b,34009 Fae Rapids,Suite 201,West Ferne,Texas,75613,Mobile or manufactured,2300016
473ec762-1e08-4a54-a17a-30a9785e6dbc,4420 Lilla Tunnel,Apt. 423,Novaborough,New Jersey,03249,Condo - 4 or fewer stories,11249565
b98ed770-e128-4e63-93ef-5857e38acb6e,1684 Fisher Ville,Suite 653,North Mae,Colorado,46615,Mobile or manufactured,6694686
2906be1e-9921-46fc-9c3a-c89cac1ab93f,010 Marley Knolls,Apt. 289,Lakinberg,New Hampshire,22337-0816,Single family home,25420579
deda945a-e65a-4bef-9492-a92d4e305126,0636 Nitzsche Ranch,Suite 358,North Claudieborough,Maryland,22980,Mobile or manufactured,2619909
8b191af1-37ea-45cf-96d9-cdfe5e8e05fd,779 Reinger Walks,Apt. 078,North Phoebe,Maine,38044,Cooperative,25087556
8b9fef29-a7b6-4f96-8ffe-5e7799f8482d,2857 Lindgren Wall,Suite 403,Aliciabury,Nevada,82763,Condo - 4 or fewer stories,2729847
81fb0cdb-bc23-46b3-b5d6-05b9bbe2ed2c,84682 Keeling Lock,Suite 137,Lake Evert,Idaho,87744-2357,Leasehold,17916678
d986c160-e062-4a3c-aec2-be5744017927,02555 Maggie Meadows,Suite 670,Port Blanca,Michigan,55282-9757,Single family home,3903207
9a0673db-a82e-4062-b308-2964f013ce7d,73584 Tromp Extension,Apt. 980,New Deangeloside,Maryland,12093-7010,Townhouse,19274084
87734fa6-3298-45b2-939d-6699b23e5bc0,4349 Kihn Bypass,Apt. 834,MacGyverburgh,Connecticut,51484-6088,Modular,29952924
4518c64c-6458-4d7a-a7b4-eded66c5afbe,93146 Estell Forge,Suite 564,North Garett,Nevada,26620-9294,Townhouse,4059399
9a781e4a-4cd7-454a-8da8-3570ded33c04,3003 Kling Keys,Suite 366,Ivaview,Texas,68771-4284,Leasehold,24543491
afb3ae3f-ecc5-4af4-b431-db8565758a22,863 Jensen Highway,Suite 601,New Rex,New York,33906,Mobile or manufactured,509288
b235d688-cded-4f62-a869-432c70e677e1,05658 Considine Mountain,Suite 187,New Jacksonhaven,Florida,21186,Cooperative,3887900
579c5a3e-eac4-4a23-8be6-500dc67d739a,881 Jones Port,Suite 035,Ernserhaven,Hawaii,91461,Cooperative,28389180
8c3566f9-de17-4a59-9900-a2a324665f5b,4607 Cremin Inlet,Suite 311,Josianeport,Indiana,52119-9715,Leasehold,25427031
c7953de3-c89f-47b2-bd01-c286cff15502,8583 Greenholt Road,Suite 624,East Cathrine,Louisiana,13457-1086,Condo - 5+ stories,13235850
59070306-f40e-4937-9a9b-808e9efada7f,8683 Estefania Garden,Suite 943,South Vivienne,Alabama,35644-4080,Single family home,4547254
607e2df5-1244-4e5e-8e8c-dd2a88f07f18,1190 Metz Rest,Apt. 841,West Ceasarville,Ohio,35160,Single family home,4454181
90b2ae15-99a4-4898-a29e-28338b26f72f,39500 Jakubowski Views,Apt. 575,Lake Betteburgh,Vermont,37117,Townhouse,10256680
2c01344d-b7f6-4207-98a2-66d49d481c1e,48718 Hallie Pass,Suite 034,West Tyreseville,Virginia,80983-3765,Single family home,18134267
495daa80-7af6-46ce-8519-2cbf22027a5d,817 Waelchi Groves,Suite 109,Martinamouth,Nebraska,26601,Condo - 4 or fewer stories,10181257
4a9894e1-1d63-4531-bc72-970a16034865,3854 Benny Neck,Suite 819,Lorineburgh,Massachusetts,32884,Townhouse,29932876
1eeb7d9f-616f-46ca-9685-f5969b232483,782 O'Connell Turnpike,Apt. 645,Robertobury,Washington,66724,Townhouse,23304460
eb7984bc-50e9-4d5b-a0b2-e0c5bdfcac0e,76284 Adams Street,Suite 358,North Fredrickhaven,West Virginia,87550-8026,Cooperative,22656810
ca5dc330-2cc5-444e-a964-c0aa49be9200,6732 Kellie Squares,Apt. 003,Lake Ora,Michigan,45552-3153,Leasehold,24056907
83f3fd46-c6d8-4afb-be24-effe50bc447c,48711 Runolfsdottir Canyon,Apt. 378,Christiansenburgh,Iowa,48438-1734,Modular,522175
03c68890-c802-478f-a393-77ba4a9d43da,98472 Nader Keys,Apt. 504,Nyahmouth,Kentucky,02568-5053,Condo - 4 or fewer stories,7213611
308e57a7-1efb-4e6b-82ef-ad4dc04d4068,19527 Larry Gateway,Apt. 770,Laylaside,Colorado,26267-9235,Townhouse,7289270
8a7fe331-6376-4c45-b3fa-4efaf784b06f,1321 Alice Roads,Suite 665,Ashlyview,Colorado,84027-4747,Condo - 5+ stories,1928253
7bc37bdc-d66e-4a16-a5b7-bdb9b5e06d47,730 Schimmel Run,Suite 243,Elvaville,Virginia,70260-5232,Leasehold,2299443
24bd5c4a-76b9-40d1-958c-140a266be93a,08149 Crist Ways,Suite 381,New Coltonmouth,Rhode Island,79853-3666,Mobile or manufactured,6471520
5a34ab59-7ad9-4c0b-a882-9b8aa25cece0,8411 Hessel Manor,Apt. 552,Legroston,Montana,77378,Leasehold,4502089
76b6a629-8737-447f-9f50-38a81aa87fe3,3257 Mertz Wall,Suite 218,Kuhlmanville,Minnesota,46464,Condo - 5+ stories,820419
b172563c-afb0-4c4f-962d-46f25a839a98,98708 Isai Flats,Suite 726,North Flavie,Nevada,43726-6117,Condo - 5+ stories,8052929
34c4db32-7c5a-46d6-b128-be2f39f9d762,64211 Jakayla Village,Apt. 154,O'Connellton,Washington,69044,Mobile or manufactured,1823805
b7ecb60a-e0e1-4be4-829f-a2141abd0076,605 Dickinson Curve,Suite 765,Jerdeborough,Michigan,77113,Cooperative,20983144
20de0e4b-3e11-4224-97fd-e328d28bb5e2,035 Herman Fort,Suite 755,Jodieborough,Indiana,84609-0473,Single family home,24429542
e71cd7a5-aaa3-4081-8648-7d6ee0e1ade5,00404 Kuhlman Well,Suite 471,Bettymouth,Massachusetts,87058-9596,Leasehold,17088936
8a89b46d-7f9f-4545-956c-dd4a4d0a5415,901 Romaine Way,Suite 014,Williamsonside,Ohio,91964,Single family home,15207364
9878dd68-3f52-4ff0-97b2-3225124eb9e9,88046 Deja Forest,Suite 236,East Monroe,Virginia,81273,Cooperative,28077349
6a0d8b7e-c2ed-465a-87eb-1018850be7d8,27673 Grant Forest,Suite 141,Bodeside,Maine,75806,Cooperative,3549997
78a9de6d-b1b2-4c37-93bc-bb1ec96cf991,1294 Schamberger River,Apt. 887,Toychester,Arizona,27598-3184,Condo - 4 or fewer stories,23197862
070dd790-027a-4043-b5d3-318964281152,42669 Tiara Lodge,Apt. 114,Delphaburgh,New Mexico,12309,Leasehold,16278351
c469f52e-f4ca-444e-a510-2c86848e38f7,836 Dooley Spur,Apt. 551,East Roscoe,Kansas,88591,Mobile or manufactured,27778949
53c94a8a-5242-4c49-af58-ac129dbbdaa8,2856 Alfredo Neck,Suite 026,North Claudemouth,Maine,47555,Mobile or manufactured,15308695
0cdf8566-f25d-4b5f-8a6a-605a366badb9,5322 Batz Neck,Suite 314,Nestorfort,Michigan,97971,Mobile or manufactured,3982327
2f51ec78-89f3-4ad4-8555-87dd02b5b37d,9761 Yundt Lock,Suite 459,New Abigail,Montana,11981,Single family home,15214917
7713aa13-c805-4fba-851a-b32b4d783513,9437 Hermann Road,Apt. 965,Langoshfort,Idaho,66242,Condo - 5+ stories,9581903
38c305c4-6317-42d2-bda3-06e1fee1e6a0,865 Reta Parks,Apt. 927,Amiemouth,Indiana,46247-6891,Single family home,20999110
49e24f0a-9d2b-49c8-bea5-b753a41a22ab,93475 Kemmer Meadows,Apt. 102,South Furmanview,Alabama,90518-0693,Condo - 4 or fewer stories,22193583
ae948acd-736f-402f-82b2-a00a971e9499,02726 Herzog Mountains,Apt. 694,East Lincolnburgh,Connecticut,05783,Cooperative,12715248
0dcaa9e4-88dd-4fde-aae1-b23d9db14104,93881 Leannon Underpass,Apt. 549,West Johan,Virginia,49344,Condo - 5+ stories,15965888
dedd96be-01cd-4909-b702-9d399af182cc,930 Freddie Cove,Suite 307,Veumville,Ohio,87663,Single family home,14779138
5202d9fc-3136-40fb-b34f-09ffa3f13990,0408 Mills Inlet,Apt. 641,Luciousside,New Mexico,02531,Modular,17672306
5817ea68-63e3-47b5-b589-2e7669899110,2054 Sister Mill,Apt. 121,Dibbertview,Rhode Island,78869-8489,Mobile or manufactured,16906181
c1d3ee1c-eadd-404c-967e-1b98b22384bc,496 Balistreri Green,Suite 724,East Ezekiel,Wisconsin,81225-6764,Cooperative,5543731
f8b05b0c-0451-4a62-a81c-7a5949815c2c,4304 Becker Lane,Suite 690,Lake Wyatt,Pennsylvania,00433-5086,Condo - 4 or fewer stories,5864429
d835a204-46e9-4e27-85fa-cb3a6541666f,999 Tiana Summit,Apt. 910,Port Tracey,New Mexico,20090-7593,Mobile or manufactured,7062963
ad169ec1-eb79-42cb-945e-37e9a63ad89b,587 Hermiston Port,Suite 983,Port Deven,Texas,43190-4893,Condo - 4 or fewer stories,16765638
16b4b4fa-ab31-4c34-b722-45b037d3c4a1,161 Ludie Hollow,Apt. 653,East Kenyatta,Alabama,90062-7857,Mobile or manufactured,8370044
07822d5c-8419-481a-a70f-be9071838606,0757 Freddie Dale,Apt. 723,North Kianna,Florida,44864,Leasehold,29533654
dea5dbd9-17f0-4e0e-ab7c-f7aecf53f5bd,4621 Rickie Shoals,Apt. 221,Rockymouth,North Carolina,38588-1885,Cooperative,15405621
b58d1ee8-e26a-4448-96ba-a36c771034b1,490 Sanford Ports,Suite 797,North Winfield,Texas,19483,Single family home,25055664
90f2693d-86ef-4c87-95aa-588eb6b6abd7,701 Deon Field,Apt. 717,Lake Skyla,Ohio,10339-1331,Condo - 4 or fewer stories,12104684
73e8290a-942e-47d5-90ea-32283016c697,770 Kade Fields,Apt. 249,Bergnaumport,Connecticut,32907,Townhouse,17905334
1410b9ee-56af-446f-a94a-11d2a5dff35c,701 Milton Harbors,Suite 813,East Alec,Washington,03291-3017,Condo - 4 or fewer stories,13472156
cf829855-f725-433f-b1ad-18a32a1ccd40,77813 DuBuque Fork,Suite 756,East Kristahaven,Connecticut,24981,Townhouse,6987921
fb1b67c2-dcc0-4322-acb5-b104b4fce7bf,91820 Lind Plain,Suite 977,North Lane,Louisiana,65957-7971,Mobile or manufactured,707894
22e326b3-63b8-4c6d-beeb-b79428f9bf26,33955 Glover Overpass,Suite 636,Derekfort,New Mexico,04093-2311,Leasehold,24984084
0ded8313-0b4c-4ae6-b289-fd84ec763150,268 Hansen Lake,Apt. 201,North Berniece,Mississippi,57783-7360,Single family home,19225253
6ad10fea-bc2a-41a6-a370-bdc0031ef240,991 Rafaela Mount,Suite 781,South Darrinbury,Tennessee,79313-3567,Mobile or manufactured,316274
ac42f0c6-0b57-4d75-af0b-7490086a2364,770 Syble Lake,Apt. 569,Linniefurt,Indiana,30780,Condo - 5+ stories,426722
f082c581-7720-4208-bf4c-662ae06b27d7,754 Herman Gardens,Suite 371,Spencerborough,Indiana,56824,Single family home,9646831
38e2c31e-3650-4261-b64d-bc0535368956,721 McCullough Route,Apt. 688,East Kevinborough,Missouri,28696-5454,Mobile or manufactured,8733408
b0751a97-a92c-422d-83be-89413b06b020,47700 Darian Loop,Apt. 758,East Bethel,New York,83736-5339,Townhouse,27669775
af4569be-3aae-4c71-8252-c206238f0e9d,386 Kulas Ports,Apt. 690,Zoietown,Illinois,02321-2508,Mobile or manufactured,7720176
528bbb91-74b4-4d2b-98e9-ecaad77e3b76,273 Langosh Neck,Apt. 739,Grimesland,South Dakota,27485,Townhouse,27768415
af607d2e-8f4c-4971-a4b6-ca2ef60ac1f0,495 Blick Knolls,Apt. 606,Sheridanton,Kansas,32419-7296,Condo - 4 or fewer stories,10286225
202de8e5-e06d-4064-85c1-b869b43cdd33,8722 Moore River,Suite 462,Lake Jeremy,Louisiana,12832,Modular,8232082
1271277b-6ee9-4556-be15-49e27e8df417,755 Corkery Port,Apt. 271,Merlside,Alaska,86642-2719,Mobile or manufactured,14062768
